sample_id,model_name,model_display_name,benchmark,completeness,efficiency,readability
Mbpp/803,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/804,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/805,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/806,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/807,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/808,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/809,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/82,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/84,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/85,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/86,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/87,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/88,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/89,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/9,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/90,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/91,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/92,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/93,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/94,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/95,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/96,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/97,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/98,Claude,Claude Sonnet 4.5,mbpp_plus,,,
Mbpp/99,Claude,Claude Sonnet 4.5,mbpp_plus,,,
HumanEval/0,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/1,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/10,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/100,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/101,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/102,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/103,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/104,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/105,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/106,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/107,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/108,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/109,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/11,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/110,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/111,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/112,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/113,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/114,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/115,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/116,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/117,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/118,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/119,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/12,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/120,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/121,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/122,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/123,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/124,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/125,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/126,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/127,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/128,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/129,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/13,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/130,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/131,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/132,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/133,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/134,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/135,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/136,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/137,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/138,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/139,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/14,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/140,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/141,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/142,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/143,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/144,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/145,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/146,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/147,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/148,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/149,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/15,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/150,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/151,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/152,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/153,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/154,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/155,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/156,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/157,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/158,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/159,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/16,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/160,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/161,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/162,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/163,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/17,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/18,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/19,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/2,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/20,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/21,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/22,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/23,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/24,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/25,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/26,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/27,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/28,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/29,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/3,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/30,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/31,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/32,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/33,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/34,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/35,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/36,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/37,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/38,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/39,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/4,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/40,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/41,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/42,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/43,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/44,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/45,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/46,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/47,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/48,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/49,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/5,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/50,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/51,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/52,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/53,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/54,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/55,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/56,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/57,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/58,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/59,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/6,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/60,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/61,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/62,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/63,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/64,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/65,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/66,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/67,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/68,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/69,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/7,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/70,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/71,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/72,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/73,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/74,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/75,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/76,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/77,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/78,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/79,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/8,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/80,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/81,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/82,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/83,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/84,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/85,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/86,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/87,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/88,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/89,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/9,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/90,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/91,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/92,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/93,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/94,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/95,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/96,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/97,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/98,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
HumanEval/99,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,humaneval_plus,,,
Mbpp/100,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/101,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/102,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/103,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/104,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/105,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/106,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/108,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/109,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/11,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/111,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/113,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/116,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/118,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/119,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/12,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/120,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/123,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/124,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/125,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/126,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/127,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/128,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/129,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/130,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/131,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/132,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/133,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/135,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/137,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/138,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/139,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/14,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/140,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/141,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/142,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/145,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/16,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/160,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/161,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/162,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/165,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
Mbpp/166,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,mbpp_plus,,,
